,userId,restaurantId,rating,user,restaurant
3198122,355UEtoVqk4ZFecR1itrCQ,QRMpm9EpiY78YqWRIOjdKg,3,610,18287
1877439,YRcaNlwQ6XXPFDXWtuMGdA,vwsUXQFgQoROQ54TmxokGQ,3,321,11780
1782321,QuZbJquRtbY9O9JrB9NpxQ,SOOSUg-ugRI8dRQ96r5Fxw,5,311,11067
3513123,PKEzKWv_FktMm2mGPjwd0Q,5llCyMtS_WyUVKXCtpdaJQ,4,411,16838
3463349,t1iQ7_HCRUGBx0wokIy1Jw,i631pRlq0u29VvaMshW67A,4,654,19317
471313,gwIqbXEXijQNgdESVc07hg,3G0xkrBv2FY_Vel0K5iYVQ,4,94,3598
64317,R0cisAa6G6C3S8300CG5Cw,IMb5BpDLlSbr7yn19HhltA,1,13,535
3649471,PKEzKWv_FktMm2mGPjwd0Q,gOOc6MDdhw7fV0Tf30mfAQ,4,411,14239
5043793,V7cGEFexpXTY-jKWhqkHcw,bjSC_jbrypke0l-bXXBmwQ,3,962,8462
3392402,t1iQ7_HCRUGBx0wokIy1Jw,S6BixeT6xkktY3keKSyYrQ,4,654,10791
5178066,BTxxGYdw8CNV7UZGc9YU1Q,tlW0AY_LdPm7LDRVql2ChQ,4,989,27426
2921424,tH0uKD-vNwMoEc3Xk3Cbdg,wqaLf9ShvoJxr7NScUrUFg,4,533,15980
1422425,b7rchNJEp6Gaw0bHR-4s4g,41b2SLmjLcxTGLVRxASiDA,2,265,9083
1993770,-50XWnmQGqBgEI-9ANvLlg,DNSDAtD6uxQkoZkQe2v4ew,4,367,8858
3920798,oIxsWOWytMmV4bf_ffo01w,t-D4PH3daTg1h7erbWPxMw,5,755,22228
1822912,Ux4k0W1fvJED0PdU6I8pkA,3l54GTr8-E3XPbIxnF_sAA,5,340,644
2097745,ZYdPYCi5UP75TrcGZV1FjA,-4TMQnQJW1yd6NqGRDvAeA,2,337,101
1413318,TbhyP24zYZqZ2VJZgu1wrg,nBl_4gw5ecGzNkHyzfii8g,4,153,399
1611194,TbhyP24zYZqZ2VJZgu1wrg,9KmvrnyjWTr4sly0Dt770g,2,153,10219
916644,yCaDISH0R8e5U376zDWTpQ,4RL5ydKIIFpU8bevsOKRdA,4,181,6282
3186252,Pvc7EaGGTsi4eJGUTp8I9A,kljR-Bg6A3jze9JzBwRhRA,4,608,18178
159813,TzoJZN79HqcsHQVctaGejw,gzjjYibNiJ248SfR99EwJQ,4,33,805
3479065,bCLqNCdhUdsmTj9Braespg,QjhrYO6LD5mrU0WI7jxZ-g,4,655,20172
2201529,jfUTkA8sIhiw5ahn9-9HPg,XSoJnq3swziO_bCmw3eKyw,4,402,13313
3351345,eJBDhJRZhuL49rCNh_QnMQ,3kdSl5mo9dWC4clrQjEDGg,5,648,9666
5218451,nrwz6YqWgOojg4T0tbSIQw,IEsqyFsUPWD4I6b3LaQr8Q,2,984,27490
3721406,ZslMmrn4z4BMPRRDoaBtgA,orkQC4vR_PHlVbDlIAlG7g,5,708,21561
788449,oonMOMWYY0nuhmZrHjlNYg,oh6vICNxlLnGoyF11-a-Ow,4,138,5661
1625568,hq5en1N5_OKK3Wx6RU2MTw,9d0OggD2_SleuHmHwPExdA,4,317,10314
4702752,gVmUR8rqUFdbSeZbsg6z_w,I7o6_NRMXmVBAEfdaovh1Q,3,908,25622
3413515,RBZ_kMjowV0t6_nv2UKaDQ,cclDCELdBQmJMWUyVWo5fw,4,599,1395
4093595,MMf0LhEk5tGa1LvN7zcDnA,1rebduwtmrHQhl32djRS7A,4,715,12612
2164289,75Xo18_0zqeFCiVw70qriQ,Q8huXDngGYGCa7GIIVYnzw,5,408,13157
4154570,MMf0LhEk5tGa1LvN7zcDnA,JHU3SbUz2UF1cVgnlNoK8Q,5,715,14022
3106726,zgV0ZroIF956gw4cul8MHA,A5Rkh7UymKm0_Rxm9K2PJw,4,521,4036
3934184,QkNuVpkhV_wTApylrKOMDg,oryS4vX0xkKC4tOekgowDQ,3,758,10349
4934546,4d13xAX2jp2EbGF8I9eZZw,p2OOk46G_AOO0nCWl-eVlg,1,945,16230
2718335,c3_AdjAlMy4EJYQhuXADgA,9bNpMgvaSux1xLPSPwIbUg,2,473,15847
756977,PJaUi_p8ZqeeX2OfSAkCyw,6Ct57qgmXwOnzfSZoUGh0Q,4,146,3702
1861603,mwual7bROpwhZ3fu_GiPtQ,dcytjy24XmYrLtjTjgyEZA,5,364,11642
4117827,td6RzH70v6yUUGX2KYUu_g,25c15dEPrBrWr4tR1r6sTg,2,785,22760
4824428,dBHnNGHRpc6Cc2g6fqK0gw,366FaRQ1MWEHBhaEKTcriQ,5,917,13129
1756890,5MtvLBgluRf1qWvAzjo7gQ,UtCtLg_LP540023uQjB9rQ,5,335,10906
2067225,YRcaNlwQ6XXPFDXWtuMGdA,1tm8O_QuMk8nLaVn1Hr0Zg,3,321,3690
2216738,YRcaNlwQ6XXPFDXWtuMGdA,M8zM_Ye-3i8-uMZAd1XKrQ,4,321,7950
3790520,MMf0LhEk5tGa1LvN7zcDnA,4RSJzjaxYJ9CRTfrk1sHZg,3,715,6920
3212665,PD0MvfvLkCUxV6TVpzwGSw,zlpLjbwrKuNs8zROgB_qUQ,1,618,791
4702807,gVmUR8rqUFdbSeZbsg6z_w,xIrFmRqK4TpwvaxlU926TQ,2,908,4156
1697856,TbhyP24zYZqZ2VJZgu1wrg,C_vCjIOBRMLgJClNTuxKVQ,3,153,3841
2268299,PKEzKWv_FktMm2mGPjwd0Q,ruWTngdiC68O9la27hvvHw,4,411,13563
3482374,pMefTWo6gMdx8WhYSA2u3w,NrFsdILQztHSlIUNra82nQ,4,557,20229
82337,#NAME?,hRL_qCrcu9UL773su0QabQ,5,2,593
5047127,Bf-X9oxiiRvzgrwguUWoeg,bxoxAAJGE3VeGgOk-YbISw,3,963,26830
2062894,XOk0Wx1X2qzK5GQq05Aaww,qJf61TR4Jq9Xph5RiXPS9A,5,384,12853
1204586,fbXEFxq9v8WqAWsMjmzvew,blKdNmAcj6jdy9WaGcbMlQ,2,242,7963
2768002,PeLGa5vUR8_mcsn-fn42Jg,Pob2dc78tnWVkcc0yP6PeQ,4,413,16121
209276,dIIKEfOgo0KqUfGQvGikPg,UBQRhqRMW4Sk7kSZvZ1iAQ,4,43,806
471283,gwIqbXEXijQNgdESVc07hg,a8pmtlVKf7NiSLI-4KejIw,3,94,3569
1651016,QuZbJquRtbY9O9JrB9NpxQ,VrGI7_nRjXpn0415S3coGQ,5,311,4764
2201584,jfUTkA8sIhiw5ahn9-9HPg,EPb3FWs3mxQLUjGeMNP0SQ,3,402,13359
829871,NnL6HUNY9ckb9mSbTGkjOg,wkZ6P5fDw0G_iFRU-hzBhQ,3,160,5856
3537338,nefYrZL3vAdTd9SBPf8kPg,0LU8TLoYmMf6_ujYMPFGJg,5,677,20512
1597358,tCbEkK11lnqeaNVkhlurrQ,XEJOtzOU0XOAK5bPCD7BdA,5,301,2112
3532367,skN5m81T9YoqYwP02rBr5w,qGEhQ8MmCJvBMS6JLIXqfw,2,676,20445
208680,dIIKEfOgo0KqUfGQvGikPg,8_BPq3eJlhOLMPuutk6zQg,4,43,1224
331022,R6vb0FtmClhfwajs_AuusQ,PNzir9TtJAD7U41GwR98-w,2,67,2835
4603050,eAJ3Ip0vh-zuk_BmcmchYA,iwzVhM5CirzkNS5wTxwZeA,4,888,819
3776676,RBZ_kMjowV0t6_nv2UKaDQ,KZ4JYsUbhhFVXW_nMqcafQ,5,599,21708
2561495,gSO_NFz9zJaddMbldkfOfw,eqg6UyuVLwzAplUvN9UkSw,3,483,5089
3776860,cQrnxjgVBhjAcOJttw48aw,9UVkAmyodpaSBm49DBKFNw,1,709,15967
4855863,alUuOskFSl1bODjnce2PpQ,KPGzvUDM_Ufp8p9meQO3cQ,5,934,26109
3129492,osQ4bMibJLmMPAtovvEkJw,HlDlOycU0sDCCi_tOMkkqA,3,573,17774
3481115,VY229X2pjyVuX_PFjSSbPw,WmHRxbW3m8cngS4e6T8Cnw,4,669,1486
476586,gwIqbXEXijQNgdESVc07hg,7ODXq--HE7QpzvWwgk5rMA,3,94,4002
2417947,PKEzKWv_FktMm2mGPjwd0Q,SHj_WEN8p2U3LsglfdUY7A,4,411,14154
449240,TOxBGs3yzAsh5BMp1W8tiw,AMN3Sgns9tB2x-b3eWk0qQ,5,88,1254
2411528,nzsv-p1O8gCfP3XijfQrIw,#NAME?,3,447,3264
804494,k1tnTuz_sWsJSVCT37F4TA,TNRJvG_R1njEdid-UdCjBQ,4,152,5685
5178057,BTxxGYdw8CNV7UZGc9YU1Q,zqXHlfyxIeF67Ah5bXfUCQ,5,989,27421
1891457,8GOrinzSGFIefx9LWeOfYQ,96ypzz2KrMNXURw0Ik79jQ,4,369,11817
2979976,9OYlUJNM5z39Qr-hSyKGRw,PubwGsZPO2N7QBekieMe9w,3,546,17085
2067287,YRcaNlwQ6XXPFDXWtuMGdA,NPHZkn1e-tSJAbo8Zm9rYw,2,321,12916
3671891,msxc1VlPTD6E-0Kns7bIFw,Fq6tvdwtKV7Kk3_33oONQQ,4,688,21267
2270516,jfUTkA8sIhiw5ahn9-9HPg,p0UAFRye2EibJU_3auW0rg,3,402,13665
901935,kaJCbdYCy657hmpY6Eb82w,byJTWhe5nmTYUxYfBSJ8Sg,1,175,6172
4729114,PXe-x5SAMzAEn8EOBCVgeA,mRubgo8WfjraJkE5Bvbf6w,1,912,2503
1822924,Ux4k0W1fvJED0PdU6I8pkA,dc6sPg9kNliz_Cy2yX19tw,3,340,2100
891948,kaJCbdYCy657hmpY6Eb82w,RqpL5Y50F9exjyHfpTzp3w,3,175,6151
3347411,9VwMmu12Rx9jWyDumWAbew,2dOS56h2QueEIDAdP9-1TQ,3,646,1740
4274765,O11n5wP5sq_NtxEGF6dwMA,h2r0CTwQIO3L21xqBxcuDQ,5,827,24000
1654529,tCbEkK11lnqeaNVkhlurrQ,UW-i_Pqv4HX1NVWC4yShHA,5,301,10441
4617252,WKD5HqlyK_JEWb8pqGZTrQ,LotwXDcHQmt4usltEvw_PQ,4,893,25351
4728987,PXe-x5SAMzAEn8EOBCVgeA,I7o6_NRMXmVBAEfdaovh1Q,4,912,25622
5047325,Bf-X9oxiiRvzgrwguUWoeg,oAq3-dXyDT3k4Mluc1ftTA,4,963,7249
474337,gwIqbXEXijQNgdESVc07hg,rkFCQR5Mc6Yd3IYezhrn-Q,1,94,3726
4303264,sjWvk3DZapZ-9ULAFtDmYw,RPO5ISR18Xllgk9ahdPepA,3,832,1244
3685492,n1cGg7NpJspFPUcyYO4lzw,Ql0iiHl2xpIwtkuC255Wiw,3,693,4045
3471371,aQJtyvmZg3kCd-tfZ6PLeg,A06xqmhmL7U7--NbKP32fQ,5,637,20131
2417868,PKEzKWv_FktMm2mGPjwd0Q,U-zsJM-VN89i3PbaIbKmJw,3,411,3429
2448500,53JHz4dbMg9JfuzakOZK4A,iA0DOUoMS2MVUoBx6qaXzQ,1,433,2411
3061503,UV4PZQSad81lOg3Az6B7cw,B142JLZ7CN9q4m8wa24WTA,2,574,17447
3553551,pMefTWo6gMdx8WhYSA2u3w,x9HwSOybU-HX7_2oMQWMVQ,4,557,20623
3545636,cvwNVNGo7Kg3SptTPMBnFQ,NYwcx_ty7J_ZKMaZpdIkYw,5,680,510
1727166,tCbEkK11lnqeaNVkhlurrQ,OeW7ulF-qyrj6uLLUsuSLg,5,301,10806
2755434,zgV0ZroIF956gw4cul8MHA,vjSlRnCoLKa9p1bVXZtXtg,3,521,10871
2481419,cZMn2p8HbzEkFknbvM8e9A,CGXBp1FJQCSrAtiKVlAVsA,3,439,10556
4513779,N0qq4upibIRvLzE2SzVPtQ,VcdVpDvaXGQ-vWoOghqfHg,5,864,4003
4508004,N0qq4upibIRvLzE2SzVPtQ,NCFwm2-TDb-oBQ2medmYDg,4,864,11138
3055974,tH0uKD-vNwMoEc3Xk3Cbdg,oj5k-I0YSbuc5tDInt2isQ,5,533,17438
1928670,MFnXQb1R1IGLL_-W4oflJw,_hlNVsSGc2R9wT_cNBbFoQ,4,357,12116
4514328,tyaqaJlJkrqqHiCoUg2WCw,75_XwDlwhc_LBJn8zG2z1w,5,867,24586
2200595,PeLGa5vUR8_mcsn-fn42Jg,KOQw4e1rwCY5e0RnmB5rgQ,5,413,2375
4072642,oIxsWOWytMmV4bf_ffo01w,h0KYR6oAMRQh-Heh6GKMbQ,5,755,6287
3760276,4PQhC-zTQ4ACEN0-r39JuQ,6mI2kt70hiOb0UaNYXfS8w,4,714,21670
4918595,4d13xAX2jp2EbGF8I9eZZw,ixjT2Ethlr-RnsobR7Fv9A,5,945,26422
2351838,PKEzKWv_FktMm2mGPjwd0Q,xlNOEaT6XQvKN7tIZvOqqA,4,411,13928
1137556,ftUrNSpxUr8eWCyOlsZVgg,ndE42tcNzqjSEW_Ciz2BOw,5,203,7483
2500701,yTh2hTDEO8hHhxXrdn_90Q,_Kd0kQ8RF70hJ1ykLqCRyQ,2,468,6336
2539769,Vh5F3TeT2N3ZCXr6gnfLpA,ThNGovQZjZ5mn-ZwX_N2BQ,1,476,4202
3347384,9VwMmu12Rx9jWyDumWAbew,BSQgdjMm5pYSWuGyr-8pIA,4,646,6922
3544581,89R0mC9DUwc-P1UCoh8s6w,wuEJ2XIM97g9iIhDRQYoYA,4,679,20558
3106747,zgV0ZroIF956gw4cul8MHA,bKbYRUZKDYonSPOjzchJJg,4,521,9682
2327599,PeLGa5vUR8_mcsn-fn42Jg,mUW2zgEcGVV0ISM2X208Yg,3,413,13828
2573274,53JHz4dbMg9JfuzakOZK4A,vXvxOJ4iVPR7YizPRV8oMQ,5,433,15127
4145777,x7zoxuIXfaPNDl_CJOBlpA,kkl0Jnord6laHQGkgZxG1Q,2,796,22932
1356996,0Kcmnqs1j5JDGuA2pn3TJQ,TZmMsbw5TbRqv8rmKj_aGg,5,262,8702
221993,SyO34HqXBRH-QcfnwHKJIw,I2ZtsGibZL0FX4qha0Ptjw,1,45,2071
4021617,4KbUaerUBoiUwZGMHKVFxQ,4Mcio1LkWdG7jCvc_2giUg,4,762,22497
5226784,1Abim1rEz1A5qhhde51cDQ,5-s0ESpKQeI50QIgcz8GGQ,2,981,10358
2268276,PKEzKWv_FktMm2mGPjwd0Q,dVhGY-mNwTWQzK01Zxuclw,4,411,11796
4206533,MLf4JUa1uzQkDLrBJ5yJHA,mnI_n7A8sxgOSmtgI3wzQQ,5,802,23353
3983671,DClKpZmVuEZ6pMmEi11aZQ,OBGLTac74G_1Pt57M1sIhQ,3,765,22384
1010037,FwgT_pZzsLCRPROEonT0fQ,Z4xQjnbbVbjYVx7e_MIUSw,5,200,6724
4513727,N0qq4upibIRvLzE2SzVPtQ,DJTp8_qFr1mU_HMvvhk8Bw,4,864,24522
1747905,h07Tq-a4IeMXlNMZCXAzAg,Tg_uJO-WTZk2DtOvg4nVsw,5,334,10878
2498006,7gZ5FDl07qUEsqID2ILduw,6zincCvQTb9BsuK-GHZ4cw,1,466,14686
4303299,sjWvk3DZapZ-9ULAFtDmYw,CXZTRts90FaJX3D81DQrzA,5,832,7097
2880785,zQ8nG2DemIq9cC0zjAMIgw,9z3fqEeQXfxdF_sqkpPsSA,5,544,10268
4702862,gVmUR8rqUFdbSeZbsg6z_w,mRWhEetiEi5Gx4H2zwM7Jw,2,908,25667
2018031,mu8CoOfPqarkyzxkTZf7Kw,mPfdYJj4d5KBPINDkaZY-Q,5,387,115
3265208,PKEzKWv_FktMm2mGPjwd0Q,nMaIIKEAW2cTEWbEyeFyXQ,4,411,9081
1654564,tCbEkK11lnqeaNVkhlurrQ,rGt76zQHjSaOuOrj31EO6Q,5,301,10470
2981302,1fNQRju9gmoCEvbPQBSo7w,Jzyca_4320DP6XiOiIFSMQ,3,561,17099
4246662,Ga9DnmdmhE0Zzs_jRtmrfA,u7CzO1s5uNkxCH0T3iQd9w,3,819,23742
3552088,vKU-uYCza9gpvCNuCGbWZg,N5B7OBTyNGgwU_Y2fwNcyw,3,666,4666
4562872,4wp4XI9AxKNqJima-xahlg,IIrneqFRcQO3LrFxUfehSA,3,877,24737
1215168,Rzf35jKV8e8EJdssrae_AA,dEh3Su-0GWDSQZYRltA6mQ,5,202,1268
1877381,YRcaNlwQ6XXPFDXWtuMGdA,oQylTvXwGIkKFdCjmafKVg,5,321,5741
1602304,pvwEROiu2kfTqyp6cG2HIA,JBR0V2uvYNjHPbW3bD61LQ,5,296,10102
681129,2j0zML6QT8Rd9YOSLiXN1A,evdJO0v9rvVixieNEnaeJg,5,131,1508
4062333,7bwDw99gKkuxr-zBtzqvCg,1TTQ41NqKks69GltQSQNIA,3,772,11892
1991509,YRcaNlwQ6XXPFDXWtuMGdA,yPr9WnXfjLBtDhFX9CK8ew,2,321,5388
2047746,6WpmSCTUGV6W7v01TWp9Sw,So132GP_uy3XbGs0KNyzyw,2,392,8434
290321,1DsuFRjdW0gDA23Xswzoqg,80iCyJfD8tipNYj34FYLxw,2,57,2520
2507842,Ib9zhpv7Mimfho4s0-UGlA,Gf-LNRph_6DML9SB7nkjtw,4,470,10473
3288392,1fNQRju9gmoCEvbPQBSo7w,xQhZo-O-Wa79pR7VDnuPng,3,561,18934
196996,iN7T3vQoC3v_MPs2TzH5Zw,0yHTLzrI3f4j5GF2Un2DFA,4,38,1033
3198085,355UEtoVqk4ZFecR1itrCQ,#NAME?,3,610,5470
4983020,hvs6n04dKZheWJVzhB7TDg,DZ7gzTNZ4DoY_saldeD7mA,5,954,26562
3624640,pMefTWo6gMdx8WhYSA2u3w,ebVPLAeD7FZ2VzY5ryOCxw,5,557,3944
1629554,ia3kezgvnboBaiv13WUuhA,rCoAHVl3tXXAE_Kl4MVgWg,3,308,10356
4841345,tw1YfWwGJffPlUNTl_w1fw,esBRj9uPRzwxaW4Lz1XGLA,4,920,16000
4545622,16wUxTF_jIH8d82IxFUD0g,IbbvDkXJIPBYhe7ZioYPCg,5,873,24701
1993709,-50XWnmQGqBgEI-9ANvLlg,5QNXZcclknB2PkfeN7FJWQ,4,367,6177
525537,nXMMoDzXRByQiWH9cf-FAQ,yHHVKa9joZAKiBDUp2SkKw,4,99,4414
4702911,gVmUR8rqUFdbSeZbsg6z_w,ftilXGKL35F-fIlWIkAS0A,1,908,25688
750269,m7z-tX6XDZ27xGhGjnI21w,kvFSP0DS0d5RumAGAQt0rg,4,127,5476
3258531,pMefTWo6gMdx8WhYSA2u3w,MZJBJiam-5RhA4a64yAIHA,2,557,18599
1422398,b7rchNJEp6Gaw0bHR-4s4g,Vs7gc9EE3k9wARuUcN9piA,2,265,389
2481481,cZMn2p8HbzEkFknbvM8e9A,NA2KpWOPx5Kr6GwoJxKKMA,4,439,14507
3597725,n1cGg7NpJspFPUcyYO4lzw,mmMihsgFSb_7fp5rAXiW_A,1,693,20917
3262807,-8rSnT5ztVk6vmTDkxTqsQ,fbQaKW0Lte0JQ_opbnjdKg,4,606,4514
1422424,b7rchNJEp6Gaw0bHR-4s4g,j5nPiTwWEFr-VsePew7Sjg,2,265,9082
3226166,1fNQRju9gmoCEvbPQBSo7w,c_hzWIFgbmirxHnzBtkH0A,3,561,18368
568292,mm55g049o2nj09b96Byxlg,59k5QxAyJ3bVEP8-23005A,2,92,2057
4934541,4d13xAX2jp2EbGF8I9eZZw,9GUWNQ98sQN7k2UFbsBNng,5,945,2841
3685511,n1cGg7NpJspFPUcyYO4lzw,1gjhtfYxlN-0xjS9Xdh66g,3,693,21392
2067218,YRcaNlwQ6XXPFDXWtuMGdA,17fB9l8NWZRWDbbAs8iqtw,3,321,12871
872977,yRB4UrgnLs3BxbVM1QQ0Gw,tjTJ8WDxC7tP8wzO31IxDw,4,169,6067
3950895,MMf0LhEk5tGa1LvN7zcDnA,DDAGwRR0SypD47XD7-ytjA,2,715,22315
4066624,4KbUaerUBoiUwZGMHKVFxQ,zXuWHM45eDmW04CaDbQfKg,5,762,5613
1993736,-50XWnmQGqBgEI-9ANvLlg,UwMQKAPIrhoLy3tWyessbg,5,367,12562
3932907,QkNuVpkhV_wTApylrKOMDg,VzSUgIOcyO7JmTwYDnyivQ,4,758,7671
3456603,ehzvSXsijzgxsYHvXeaS-Q,5Illcs9aBYZlaJp9BiGjng,4,628,490
4295180,UDFIZXP0kOb2xKoYToTS6w,EGIJ7sfXa5ha89fBxJsTuQ,5,814,24123
916657,yCaDISH0R8e5U376zDWTpQ,BoPPjIOONIT5svO-l1_gUg,4,181,6293
4298253,wp6tHXlUkGL33P6rJiO-hg,J5ebC7fKqrSF8KuS8d6hgw,5,830,6759
4856179,alUuOskFSl1bODjnce2PpQ,MVRXrdpJM1_wRvdIRcPmKQ,3,934,26258
4422436,0o4dah8HHaihwXTNsligJg,muKMEPI88MSvQZeCdCvQ0g,4,853,24404
4770529,tw1YfWwGJffPlUNTl_w1fw,ebTvBxSStI9Vf5Tpux_X3Q,4,920,3261
3493640,0ygWZ_gXF8qTm0bY95JJqA,UOST50KiVrSFTPMXGH9njg,1,620,20254
2481269,nzsv-p1O8gCfP3XijfQrIw,mFVusoeBTRTHrgEPF2bT2Q,3,447,14434
3842329,RBZ_kMjowV0t6_nv2UKaDQ,Qb1amWCBTeBQQzQyrkyNAg,4,599,1944
4614112,bpgbVPJcG-wQ4cNBcPPIxw,2bvA58QRFzl_pis2R9WNcw,4,892,25344
3324593,0ygWZ_gXF8qTm0bY95JJqA,VbqtbvvtNOe-YKA61-fSNA,2,620,3282
3048925,pMefTWo6gMdx8WhYSA2u3w,Js5dRDxKpB8TqcO8tNPEvA,3,557,17390
221984,SyO34HqXBRH-QcfnwHKJIw,gogO5RF4Rqz2THF1ATcCew,2,45,2063
449251,TOxBGs3yzAsh5BMp1W8tiw,Es_cIduurEbcndt6y67hBg,5,88,1306
2751985,9IX2jJzDNvODLA9EzSKV5A,ahSFUPojs9X3-1jP-QPb-w,5,519,7803
870002,vJGLEHyhCs9V-5fAe-xx3w,Yqu3km0WcFRdUdrKan-LZA,4,168,5981
4966897,hsRakdr_WTyvTGf7orKvlg,NkezWNdhaHqD7ZMGPQuXxw,4,953,26536
5217753,WU2LsQvPSGVTzwcNDLMEHA,XWTPNfskXoUL-Lf32wSk0Q,5,993,17311
474335,gwIqbXEXijQNgdESVc07hg,zb61eT_ChYctlCXcIqlW6Q,4,94,3724
750306,m7z-tX6XDZ27xGhGjnI21w,RCecFvaY8EWy9zP_0DkxTg,3,127,5509
3445473,tH0uKD-vNwMoEc3Xk3Cbdg,pomGBqfbxcqPv14c3XH-ZQ,3,533,12810
3035057,#NAME?,acvmtF41s5Qa1ZNadUV0Dw,4,572,7191
1271419,IxiVty8zfZC093jiaFaG3A,pjO0ZRGpCwlaOzipZDa3HA,4,249,8262
3334746,6aSVrKFKo8GyfmU6VmGYTg,hbQ32n6zK2NHraMh2yIFLw,3,625,19301
752962,vc_3jWCvHssvzMn6EFVvrw,iGOy8Tc9zeewn5BW2svW-g,1,144,5575
3577975,PKEzKWv_FktMm2mGPjwd0Q,VxCnyVYn-FFgv6F1EqbdKA,3,411,5050
213466,dIIKEfOgo0KqUfGQvGikPg,zUpJKj7qFbMIeP_qDgjegA,5,43,1937
4213308,UDFIZXP0kOb2xKoYToTS6w,2vYRUAonMg9HBUDs30NL8g,4,814,23429
5047164,Bf-X9oxiiRvzgrwguUWoeg,K4-J1A_ZIzG2yNkee0KOaA,4,963,26846
2999719,zgV0ZroIF956gw4cul8MHA,L5Fe8i1__depDJtl3SAXgQ,2,521,17214
697813,8KvuLW2Q5XmYifuC8rBXfg,GHS1rVjO-RMcRB6WJLpCDQ,5,133,3488
497897,gwIqbXEXijQNgdESVc07hg,hMmmvyRtweNBSPMbMCpnow,3,94,4361
2881529,TJNkg75ODHabE5GBfV5wRQ,cYwJA2A6I12KNkm2rtXd5g,5,525,7348
474436,gwIqbXEXijQNgdESVc07hg,IDiEsRr4yaPHUAEJTwSrAA,3,94,3820
3347571,UhlXS6NdA5k4SRunpcKHJw,4FPja4jkQhdns82RRaowxw,3,607,19437
1271424,IxiVty8zfZC093jiaFaG3A,zPPw_vUatLmvnRpW1OoX6w,5,249,8267
1230401,TbhyP24zYZqZ2VJZgu1wrg,OyiOg9GYKzHI19EbnWqL8A,3,153,8078
3901463,jrqE4Jx-boDAxj4X7CLStQ,xXfBlr0GpwHs5cGG5SGTGw,5,741,22180
4252921,UDFIZXP0kOb2xKoYToTS6w,dj4UB_e5xYF3IMQucIIYsQ,2,814,23903
2755419,zgV0ZroIF956gw4cul8MHA,Kw_SL7I_XbxNjYJMEeTUCw,5,521,16056
3851211,jrqE4Jx-boDAxj4X7CLStQ,9bnIB7Craru4z64hE4XGvQ,4,741,22012
4856184,alUuOskFSl1bODjnce2PpQ,68-EAQsRYuXYDzovGAOfFQ,3,934,12233
3901445,jrqE4Jx-boDAxj4X7CLStQ,gVgSl9anfzYn8dMdmmFNsg,4,741,9732
1650995,QuZbJquRtbY9O9JrB9NpxQ,E3yER5W6Wsyc5ncGKb9Nzw,1,311,10402
3157130,pMefTWo6gMdx8WhYSA2u3w,r49iBfbnfoK7yt4rdsL_7g,5,557,8754
3609428,nefYrZL3vAdTd9SBPf8kPg,75SBuDApJU5ca9tGC1Pw3Q,5,677,5532
239541,dIIKEfOgo0KqUfGQvGikPg,Ssp1DHeI6llZN3rasFbClw,5,43,2140
2449009,25W8CVIdQDIkyPb8ISCGpQ,iJBnqweAPDTCfyMcRrG90w,5,404,10712
4565866,4wp4XI9AxKNqJima-xahlg,1HfkEkNhI6XJXkgrCTBKpw,4,877,24953
4831159,eiHAgG1Aclo8wgtMtbeplw,GKg7N9i7djbigZ5fDj2DXw,5,927,22309
4633247,UP5jQjiaWUSutHcAwk26qA,bKQLkIOhLr5bIKf4Nmgt1g,5,894,25510
2148392,o68A_3bAJTge-ioGXHdxKA,7sPNbCx7vGAaH7SbNPZ6oA,3,350,2713
4343875,dqKGX-Zz61Cz62S86mHNmg,#NAME?,2,841,1075
427027,1DsuFRjdW0gDA23Xswzoqg,thLX_k20SPJ0KyusGTBIHw,4,57,3108
4617440,bpgbVPJcG-wQ4cNBcPPIxw,NUhHkT1wfXsTLxt_tWwVXw,4,892,1262
1540494,Rzf35jKV8e8EJdssrae_AA,wuBGY61_1-udSHUrOkM82w,4,202,9759
1651009,QuZbJquRtbY9O9JrB9NpxQ,V7nossAF0dFj_mSPYj6SSQ,3,311,2419
1268218,8DEyKVyplnOcSKx39vatbg,Q36KIIiz5M2WIdXiMxEPOw,4,235,8226
294885,1DsuFRjdW0gDA23Xswzoqg,J5Qe7JB4quKpcP3_BWE2yA,5,57,2627
3842336,RBZ_kMjowV0t6_nv2UKaDQ,JwyH48vqADWY6HieOMDxgQ,4,599,17155
4703342,9hFid3EZ64e1c53ej1q9MQ,cAozV21tOLUZBbYU1mwMdQ,5,900,18008
4603027,eAJ3Ip0vh-zuk_BmcmchYA,eS29S_06lvsDW04wVrIVxg,5,888,10342
664848,JUeGFCsprKVUYok4oLsdEA,PSUOncuqfqHulYj_fusthw,5,107,5051
5155762,#NAME?,H_AEozeQfFrn6VJGDJEcKA,5,982,19382
2932787,YgavGxfAdjhkkbwlAY_9ZQ,oM4nwtYDw5Ml-hrJdgv8TA,4,555,16912
5013070,htzxDWzRt4Xd7UGy4t0yAw,6nRhCAADsy2uyPZeF8WrLQ,3,959,26703
2681869,PKEzKWv_FktMm2mGPjwd0Q,23gvCOhQcO5ahQ_Ou-OmgA,4,411,15708
4251833,oIxsWOWytMmV4bf_ffo01w,qSQcLjgY6bjUPC-BSMfTPQ,3,755,23846
4855785,alUuOskFSl1bODjnce2PpQ,bDtsc7WTwEJZFuvjXy8wng,3,934,5088
